ID,Target
ID_CKOKAWK x m6,0.0
ID_9VKCZUZ x m1,0.0
ID_9VKCZUZ x m2,0.0
ID_9VKCZUZ x m3,0.0
ID_9VKCZUZ x m4,0.0
ID_9VKCZUZ x m5,0.0
ID_9VKCZUZ x m6,0.0
ID_F9Z6SBM x m1,0.0
ID_F9Z6SBM x m2,0.0
ID_F9Z6SBM x m3,0.0
ID_F9Z6SBM x m4,0.0
ID_F9Z6SBM x m5,0.0
ID_F9Z6SBM x m6,0.0
ID_V7SEUE4 x m1,0.0
ID_V7SEUE4 x m2,0.0
ID_V7SEUE4 x m3,0.0
ID_V7SEUE4 x m4,0.0
ID_V7SEUE4 x m5,0.0
ID_V7SEUE4 x m6,0.0
ID_UO2VNGJ x m1,0.0
ID_UO2VNGJ x m2,0.0
ID_UO2VNGJ x m3,0.0
ID_UO2VNGJ x m4,0.0
ID_UO2VNGJ x m5,0.0
ID_UO2VNGJ x m6,0.0
ID_ACEQ8DH x m1,0.0
ID_ACEQ8DH x m2,0.0
ID_ACEQ8DH x m3,0.0
ID_ACEQ8DH x m4,0.0
ID_ACEQ8DH x m5,0.0
ID_ACEQ8DH x m6,0.0
ID_97YLDYN x m1,0.0
ID_97YLDYN x m2,0.0
ID_97YLDYN x m3,0.0
ID_97YLDYN x m4,0.0
ID_97YLDYN x m5,0.0
ID_97YLDYN x m6,0.0
ID_XCOPSMT x m1,0.0
ID_XCOPSMT x m2,0.0
ID_XCOPSMT x m3,0.0
ID_XCOPSMT x m4,0.0
ID_XCOPSMT x m5,0.0
ID_XCOPSMT x m6,0.0
ID_8QSLPFR x m1,0.0
ID_8QSLPFR x m2,0.0
ID_8QSLPFR x m3,0.0
ID_8QSLPFR x m4,0.0
ID_8QSLPFR x m5,0.0
ID_8QSLPFR x m6,0.0
ID_TU006QF x m1,0.0
ID_TU006QF x m2,0.0
ID_TU006QF x m3,0.0
ID_TU006QF x m4,0.0
ID_TU006QF x m5,0.0
ID_TU006QF x m6,0.0
ID_WYHEE0D x m1,0.0
ID_WYHEE0D x m2,0.0
ID_WYHEE0D x m3,0.0
ID_WYHEE0D x m4,0.0
ID_WYHEE0D x m5,0.0
ID_WYHEE0D x m6,0.0
ID_QG2F07Z x m1,0.0
ID_QG2F07Z x m2,0.0
ID_QG2F07Z x m3,0.0
ID_QG2F07Z x m4,0.0
ID_QG2F07Z x m5,0.0
ID_QG2F07Z x m6,0.0
ID_A4CJMFT x m1,0.0
ID_A4CJMFT x m2,0.0
ID_A4CJMFT x m3,0.0
ID_A4CJMFT x m4,0.0
ID_A4CJMFT x m5,0.0
ID_A4CJMFT x m6,0.0
ID_VAH33IV x m1,0.0
ID_VAH33IV x m2,0.0
ID_VAH33IV x m3,0.0
ID_VAH33IV x m4,0.0
ID_VAH33IV x m5,0.0
ID_VAH33IV x m6,0.0
ID_D8HR4PS x m1,0.0
ID_D8HR4PS x m2,0.0
ID_D8HR4PS x m3,0.0
ID_D8HR4PS x m4,0.0
ID_D8HR4PS x m5,0.0
ID_D8HR4PS x m6,0.0
ID_7BWQF4S x m1,0.0
ID_7BWQF4S x m2,0.0
ID_7BWQF4S x m3,0.0
ID_7BWQF4S x m4,0.0
ID_7BWQF4S x m5,0.0
ID_7BWQF4S x m6,0.0
ID_UHTCGTK x m1,0.0
ID_UHTCGTK x m2,0.0
ID_UHTCGTK x m3,0.0
ID_UHTCGTK x m4,0.0
ID_UHTCGTK x m5,0.0
ID_UHTCGTK x m6,0.0
ID_JPFWGHR x m1,0.0
ID_JPFWGHR x m2,0.0
ID_JPFWGHR x m3,0.0
ID_JPFWGHR x m4,0.0
ID_JPFWGHR x m5,0.0
ID_JPFWGHR x m6,0.0
ID_1BY1FW3 x m1,0.0
ID_1BY1FW3 x m2,0.0
ID_1BY1FW3 x m3,0.0
ID_1BY1FW3 x m4,0.0
ID_1BY1FW3 x m5,0.0
ID_1BY1FW3 x m6,0.0
ID_0HE3548 x m1,0.0
ID_0HE3548 x m2,0.0
ID_0HE3548 x m3,0.0
ID_0HE3548 x m4,0.0
ID_0HE3548 x m5,0.0
ID_0HE3548 x m6,0.0
ID_KFDRR8A x m1,0.0
ID_KFDRR8A x m2,0.0
ID_KFDRR8A x m3,0.0
ID_KFDRR8A x m4,0.0
ID_KFDRR8A x m5,0.0
ID_KFDRR8A x m6,0.0
ID_1Z2WELZ x m1,0.0
ID_1Z2WELZ x m2,0.0
ID_1Z2WELZ x m3,0.0
ID_1Z2WELZ x m4,0.0
ID_1Z2WELZ x m5,0.0
ID_1Z2WELZ x m6,0.0
ID_6BI63P8 x m1,0.0
ID_6BI63P8 x m2,0.0
ID_6BI63P8 x m3,0.0
ID_6BI63P8 x m4,0.0
ID_6BI63P8 x m5,0.0
ID_6BI63P8 x m6,0.0
ID_4BJHDPH x m1,0.0
ID_4BJHDPH x m2,0.0
ID_4BJHDPH x m3,0.0
ID_4BJHDPH x m4,0.0
ID_4BJHDPH x m5,0.0
ID_4BJHDPH x m6,0.0
ID_4ZI7L9W x m1,0.0
ID_4ZI7L9W x m2,0.0
ID_4ZI7L9W x m3,0.0
ID_4ZI7L9W x m4,0.0
ID_4ZI7L9W x m5,0.0
ID_4ZI7L9W x m6,0.0
ID_DD9KZ7E x m1,0.0
ID_DD9KZ7E x m2,0.0
ID_DD9KZ7E x m3,0.0
ID_DD9KZ7E x m4,0.0
ID_DD9KZ7E x m5,0.0
ID_DD9KZ7E x m6,0.0
ID_D4I8UJO x m1,0.0
ID_D4I8UJO x m2,0.0
ID_D4I8UJO x m3,0.0
ID_D4I8UJO x m4,0.0
ID_D4I8UJO x m5,0.0
ID_D4I8UJO x m6,0.0
ID_YN67OIY x m1,0.0
ID_YN67OIY x m2,0.0
ID_YN67OIY x m3,0.0
ID_YN67OIY x m4,0.0
ID_YN67OIY x m5,0.0
ID_YN67OIY x m6,0.0
ID_NHY4TK7 x m1,0.0
ID_NHY4TK7 x m2,0.0
ID_NHY4TK7 x m3,0.0
ID_NHY4TK7 x m4,0.0
ID_NHY4TK7 x m5,0.0
ID_NHY4TK7 x m6,0.0
ID_V76Z11F x m1,0.0
ID_V76Z11F x m2,0.0
ID_V76Z11F x m3,0.0
ID_V76Z11F x m4,0.0
ID_V76Z11F x m5,0.0
ID_V76Z11F x m6,0.0
ID_0CWXO6P x m1,0.0
ID_0CWXO6P x m2,0.0
ID_0CWXO6P x m3,0.0
ID_0CWXO6P x m4,0.0
ID_0CWXO6P x m5,0.0
ID_0CWXO6P x m6,0.0
ID_TIXMFLX x m1,0.0
ID_TIXMFLX x m2,0.0
ID_TIXMFLX x m3,0.0
ID_TIXMFLX x m4,0.0
ID_TIXMFLX x m5,0.0
ID_TIXMFLX x m6,0.0
ID_5NX1S1U x m1,0.0
ID_5NX1S1U x m2,0.0
ID_5NX1S1U x m3,0.0
ID_5NX1S1U x m4,0.0
ID_5NX1S1U x m5,0.0
ID_5NX1S1U x m6,0.0
ID_79I7XBP x m1,0.0
ID_79I7XBP x m2,0.0
ID_79I7XBP x m3,0.0
ID_79I7XBP x m4,0.0
ID_79I7XBP x m5,0.0
ID_79I7XBP x m6,0.0
ID_SN045G1 x m1,0.0
ID_SN045G1 x m2,0.0
ID_SN045G1 x m3,0.0
ID_SN045G1 x m4,0.0
ID_SN045G1 x m5,0.0
ID_SN045G1 x m6,0.0
ID_0ORNXHK x m1,0.0
ID_0ORNXHK x m2,0.0
ID_0ORNXHK x m3,0.0
ID_0ORNXHK x m4,0.0
ID_0ORNXHK x m5,0.0
ID_0ORNXHK x m6,0.0
ID_UYSFL7T x m1,0.0
ID_UYSFL7T x m2,0.0
ID_UYSFL7T x m3,0.0
ID_UYSFL7T x m4,0.0
ID_UYSFL7T x m5,0.0
ID_UYSFL7T x m6,0.0
ID_CBZS34Y x m1,0.0
ID_CBZS34Y x m2,0.0
ID_CBZS34Y x m3,0.0
ID_CBZS34Y x m4,0.0
ID_CBZS34Y x m5,0.0
ID_CBZS34Y x m6,0.0
ID_K2PDUTV x m1,0.0
ID_K2PDUTV x m2,0.0
ID_K2PDUTV x m3,0.0
ID_K2PDUTV x m4,0.0
ID_K2PDUTV x m5,0.0
ID_K2PDUTV x m6,0.0
ID_INUES5Y x m1,0.0
ID_INUES5Y x m2,0.0
ID_INUES5Y x m3,0.0
ID_INUES5Y x m4,0.0
ID_INUES5Y x m5,0.0
ID_INUES5Y x m6,0.0
ID_BS2VQVF x m1,0.0
ID_BS2VQVF x m2,0.0
ID_BS2VQVF x m3,0.0
ID_BS2VQVF x m4,0.0
ID_BS2VQVF x m5,0.0
ID_BS2VQVF x m6,0.0
ID_A6PC148 x m1,0.0
ID_A6PC148 x m2,0.0
ID_A6PC148 x m3,0.0
ID_A6PC148 x m4,0.0
ID_A6PC148 x m5,0.0
ID_A6PC148 x m6,0.0
ID_PR4NNDS x m1,0.0
ID_PR4NNDS x m2,0.0
ID_PR4NNDS x m3,0.0
ID_PR4NNDS x m4,0.0
ID_PR4NNDS x m5,0.0
ID_PR4NNDS x m6,0.0
ID_AV33QMR x m1,0.0
ID_AV33QMR x m2,0.0
ID_AV33QMR x m3,0.0
ID_AV33QMR x m4,0.0
ID_AV33QMR x m5,0.0
ID_AV33QMR x m6,0.0
ID_MWMWKFJ x m1,0.0
ID_MWMWKFJ x m2,0.0
ID_MWMWKFJ x m3,0.0
ID_MWMWKFJ x m4,0.0
ID_MWMWKFJ x m5,0.0
ID_MWMWKFJ x m6,0.0
ID_7W8R4HS x m1,0.0
ID_7W8R4HS x m2,0.0
ID_7W8R4HS x m3,0.0
ID_7W8R4HS x m4,0.0
ID_7W8R4HS x m5,0.0
ID_7W8R4HS x m6,0.0
ID_3W2PVDX x m1,0.0
ID_3W2PVDX x m2,0.0
ID_3W2PVDX x m3,0.0
ID_3W2PVDX x m4,0.0
ID_3W2PVDX x m5,0.0
ID_3W2PVDX x m6,0.0
ID_J9NVLNY x m1,0.0
ID_J9NVLNY x m2,0.0
ID_J9NVLNY x m3,0.0
ID_J9NVLNY x m4,0.0
ID_J9NVLNY x m5,0.0
ID_J9NVLNY x m6,0.0
ID_ABERM2E x m1,0.0
ID_ABERM2E x m2,0.0
ID_ABERM2E x m3,0.0
ID_ABERM2E x m4,0.0
ID_ABERM2E x m5,0.0
ID_ABERM2E x m6,0.0
ID_C26MO7R x m1,0.0
ID_C26MO7R x m2,0.0
ID_C26MO7R x m3,0.0
ID_C26MO7R x m4,0.0
ID_C26MO7R x m5,0.0
ID_C26MO7R x m6,0.0
ID_2S5ZS9A x m1,0.0
ID_2S5ZS9A x m2,0.0
ID_2S5ZS9A x m3,0.0
ID_2S5ZS9A x m4,0.0
ID_2S5ZS9A x m5,0.0
ID_2S5ZS9A x m6,0.0
ID_GSO8ELA x m1,0.0
ID_GSO8ELA x m2,0.0
ID_GSO8ELA x m3,0.0
ID_GSO8ELA x m4,0.0
ID_GSO8ELA x m5,0.0
ID_GSO8ELA x m6,0.0
ID_B8QTBKB x m1,0.0
ID_B8QTBKB x m2,0.0
ID_B8QTBKB x m3,0.0
ID_B8QTBKB x m4,0.0
ID_B8QTBKB x m5,0.0
ID_B8QTBKB x m6,0.0
ID_X59YZTS x m1,0.0
ID_X59YZTS x m2,0.0
ID_X59YZTS x m3,0.0
ID_X59YZTS x m4,0.0
ID_X59YZTS x m5,0.0
ID_X59YZTS x m6,0.0
ID_LKVUYHN x m1,0.0
ID_LKVUYHN x m2,0.0
ID_LKVUYHN x m3,0.0
ID_LKVUYHN x m4,0.0
ID_LKVUYHN x m5,0.0
ID_LKVUYHN x m6,0.0
ID_GVOTIRT x m1,0.0
ID_GVOTIRT x m2,0.0
ID_GVOTIRT x m3,0.0
ID_GVOTIRT x m4,0.0
ID_GVOTIRT x m5,0.0
ID_GVOTIRT x m6,0.0
ID_DPZLZGH x m1,0.0
ID_DPZLZGH x m2,0.0
ID_DPZLZGH x m3,0.0
ID_DPZLZGH x m4,0.0
ID_DPZLZGH x m5,0.0
ID_DPZLZGH x m6,0.0
ID_60OEU36 x m1,0.0
ID_60OEU36 x m2,0.0
ID_60OEU36 x m3,0.0
ID_60OEU36 x m4,0.0
ID_60OEU36 x m5,0.0
ID_60OEU36 x m6,0.0
ID_VBIRBLV x m1,0.0
ID_VBIRBLV x m2,0.0
ID_VBIRBLV x m3,0.0
ID_VBIRBLV x m4,0.0
ID_VBIRBLV x m5,0.0
ID_VBIRBLV x m6,0.0
ID_IRDA44Z x m1,0.0
ID_IRDA44Z x m2,0.0
ID_IRDA44Z x m3,0.0
ID_IRDA44Z x m4,0.0
ID_IRDA44Z x m5,0.0
ID_IRDA44Z x m6,0.0
ID_4ZHPAAD x m1,0.0
ID_4ZHPAAD x m2,0.0
ID_4ZHPAAD x m3,0.0
ID_4ZHPAAD x m4,0.0
ID_4ZHPAAD x m5,0.0
ID_4ZHPAAD x m6,0.0
ID_YUC7EJ1 x m1,0.0
ID_YUC7EJ1 x m2,0.0
ID_YUC7EJ1 x m3,0.0
ID_YUC7EJ1 x m4,0.0
ID_YUC7EJ1 x m5,0.0
ID_YUC7EJ1 x m6,0.0
ID_7076QOW x m1,0.0
ID_7076QOW x m2,0.0
ID_7076QOW x m3,0.0
ID_7076QOW x m4,0.0
ID_7076QOW x m5,0.0
ID_7076QOW x m6,0.0
ID_T6P5MD4 x m1,0.0
ID_T6P5MD4 x m2,0.0
ID_T6P5MD4 x m3,0.0
ID_T6P5MD4 x m4,0.0
ID_T6P5MD4 x m5,0.0
ID_T6P5MD4 x m6,0.0
ID_ON4UXX7 x m1,0.0
ID_ON4UXX7 x m2,0.0
ID_ON4UXX7 x m3,0.0
ID_ON4UXX7 x m4,0.0
ID_ON4UXX7 x m5,0.0
ID_ON4UXX7 x m6,0.0
ID_AU2659M x m1,0.0
ID_AU2659M x m2,0.0
ID_AU2659M x m3,0.0
ID_AU2659M x m4,0.0
ID_AU2659M x m5,0.0
ID_AU2659M x m6,0.0
ID_LHORW6Z x m1,0.0
ID_LHORW6Z x m2,0.0
ID_LHORW6Z x m3,0.0
ID_LHORW6Z x m4,0.0
ID_LHORW6Z x m5,0.0
ID_LHORW6Z x m6,0.0
ID_WA4VE03 x m1,0.0
ID_WA4VE03 x m2,0.0
ID_WA4VE03 x m3,0.0
ID_WA4VE03 x m4,0.0
ID_WA4VE03 x m5,0.0
ID_WA4VE03 x m6,0.0
ID_NV2HSC1 x m1,0.0
ID_NV2HSC1 x m2,0.0
ID_NV2HSC1 x m3,0.0
ID_NV2HSC1 x m4,0.0
ID_NV2HSC1 x m5,0.0
ID_NV2HSC1 x m6,0.0
ID_J9Z6BEY x m1,0.0
ID_J9Z6BEY x m2,0.0
ID_J9Z6BEY x m3,0.0
ID_J9Z6BEY x m4,0.0
ID_J9Z6BEY x m5,0.0
ID_J9Z6BEY x m6,0.0
ID_0YVQAGM x m1,0.0
ID_0YVQAGM x m2,0.0
ID_0YVQAGM x m3,0.0
ID_0YVQAGM x m4,0.0
ID_0YVQAGM x m5,0.0
ID_0YVQAGM x m6,0.0
ID_E2EEFCN x m1,0.0
ID_E2EEFCN x m2,0.0
ID_E2EEFCN x m3,0.0
ID_E2EEFCN x m4,0.0
ID_E2EEFCN x m5,0.0
ID_E2EEFCN x m6,0.0
ID_DZP81UP x m1,0.0
ID_DZP81UP x m2,0.0
ID_DZP81UP x m3,0.0
ID_DZP81UP x m4,0.0
ID_DZP81UP x m5,0.0
ID_DZP81UP x m6,0.0
ID_DVP5CPH x m1,0.0
ID_DVP5CPH x m2,0.0
ID_DVP5CPH x m3,0.0
ID_DVP5CPH x m4,0.0
ID_DVP5CPH x m5,0.0
ID_DVP5CPH x m6,0.0
ID_REN5A5R x m1,0.0
ID_REN5A5R x m2,0.0
ID_REN5A5R x m3,0.0
ID_REN5A5R x m4,0.0
ID_REN5A5R x m5,0.0
ID_REN5A5R x m6,0.0
ID_DM16J58 x m1,0.0
ID_DM16J58 x m2,0.0
ID_DM16J58 x m3,0.0
ID_DM16J58 x m4,0.0
ID_DM16J58 x m5,0.0
ID_DM16J58 x m6,0.0
ID_DM9F5M2 x m1,0.0
ID_DM9F5M2 x m2,0.0
ID_DM9F5M2 x m3,0.0
ID_DM9F5M2 x m4,0.0
ID_DM9F5M2 x m5,0.0
ID_DM9F5M2 x m6,0.0
ID_1V3D0SW x m1,0.0
ID_1V3D0SW x m2,0.0
ID_1V3D0SW x m3,0.0
ID_1V3D0SW x m4,0.0
ID_1V3D0SW x m5,0.0
ID_1V3D0SW x m6,0.0
ID_ODJHIL9 x m1,0.0
ID_ODJHIL9 x m2,0.0
ID_ODJHIL9 x m3,0.0
ID_ODJHIL9 x m4,0.0
ID_ODJHIL9 x m5,0.0
ID_ODJHIL9 x m6,0.0
ID_LHR40EZ x m1,0.0
ID_LHR40EZ x m2,0.0
ID_LHR40EZ x m3,0.0
ID_LHR40EZ x m4,0.0
ID_LHR40EZ x m5,0.0
ID_LHR40EZ x m6,0.0
ID_1ISSILQ x m1,0.0
ID_1ISSILQ x m2,0.0
ID_1ISSILQ x m3,0.0
ID_1ISSILQ x m4,0.0
ID_1ISSILQ x m5,0.0
ID_1ISSILQ x m6,0.0
ID_42V1RGO x m1,0.0
ID_42V1RGO x m2,0.0
ID_42V1RGO x m3,0.0
ID_42V1RGO x m4,0.0
ID_42V1RGO x m5,0.0
ID_42V1RGO x m6,0.0
ID_G06FQ1T x m1,0.0
ID_G06FQ1T x m2,0.0
ID_G06FQ1T x m3,0.0
ID_G06FQ1T x m4,0.0
ID_G06FQ1T x m5,0.0
ID_G06FQ1T x m6,0.0
ID_RMCH6A7 x m1,0.0
ID_RMCH6A7 x m2,0.0
ID_RMCH6A7 x m3,0.0
ID_RMCH6A7 x m4,0.0
ID_RMCH6A7 x m5,0.0
ID_RMCH6A7 x m6,0.0
ID_RZRPVLN x m1,0.0
ID_RZRPVLN x m2,0.0
ID_RZRPVLN x m3,0.0
ID_RZRPVLN x m4,0.0
ID_RZRPVLN x m5,0.0
ID_RZRPVLN x m6,0.0
ID_8V4XX41 x m1,0.0
ID_8V4XX41 x m2,0.0
ID_8V4XX41 x m3,0.0
ID_8V4XX41 x m4,0.0
ID_8V4XX41 x m5,0.0
ID_8V4XX41 x m6,0.0
ID_K6CYZ6J x m1,0.0
ID_K6CYZ6J x m2,0.0
ID_K6CYZ6J x m3,0.0
ID_K6CYZ6J x m4,0.0
ID_K6CYZ6J x m5,0.0
ID_K6CYZ6J x m6,0.0
ID_P3SQFTZ x m1,0.0
ID_P3SQFTZ x m2,0.0
ID_P3SQFTZ x m3,0.0
ID_P3SQFTZ x m4,0.0
ID_P3SQFTZ x m5,0.0
ID_P3SQFTZ x m6,0.0
ID_WSTO1Y9 x m1,0.0
ID_WSTO1Y9 x m2,0.0
ID_WSTO1Y9 x m3,0.0
ID_WSTO1Y9 x m4,0.0
ID_WSTO1Y9 x m5,0.0
ID_WSTO1Y9 x m6,0.0
ID_DUH7FOD x m1,0.0
ID_DUH7FOD x m2,0.0
ID_DUH7FOD x m3,0.0
ID_DUH7FOD x m4,0.0
ID_DUH7FOD x m5,0.0
ID_DUH7FOD x m6,0.0
ID_DK81QLB x m1,0.0
ID_DK81QLB x m2,0.0
ID_DK81QLB x m3,0.0
ID_DK81QLB x m4,0.0
ID_DK81QLB x m5,0.0
ID_DK81QLB x m6,0.0
ID_HSIDTKX x m1,0.0
ID_HSIDTKX x m2,0.0
ID_HSIDTKX x m3,0.0
ID_HSIDTKX x m4,0.0
ID_HSIDTKX x m5,0.0
ID_HSIDTKX x m6,0.0
ID_1RVLV98 x m1,0.0
ID_1RVLV98 x m2,0.0
ID_1RVLV98 x m3,0.0
ID_1RVLV98 x m4,0.0
ID_1RVLV98 x m5,0.0
ID_1RVLV98 x m6,0.0
ID_N5FBH4N x m1,0.0
ID_N5FBH4N x m2,0.0
ID_N5FBH4N x m3,0.0
ID_N5FBH4N x m4,0.0
ID_N5FBH4N x m5,0.0
ID_N5FBH4N x m6,0.0
ID_C0IY0C6 x m1,0.0
ID_C0IY0C6 x m2,0.0
ID_C0IY0C6 x m3,0.0
ID_C0IY0C6 x m4,0.0
ID_C0IY0C6 x m5,0.0
ID_C0IY0C6 x m6,0.0
ID_0FYKWFP x m1,0.0
ID_0FYKWFP x m2,0.0
ID_0FYKWFP x m3,0.0
ID_0FYKWFP x m4,0.0
ID_0FYKWFP x m5,0.0
ID_0FYKWFP x m6,0.0
ID_57DWEZR x m1,0.0
ID_57DWEZR x m2,0.0
ID_57DWEZR x m3,0.0
ID_57DWEZR x m4,0.0
ID_57DWEZR x m5,0.0
ID_57DWEZR x m6,0.0
ID_VF55ZC9 x m1,0.0
ID_VF55ZC9 x m2,0.0
ID_VF55ZC9 x m3,0.0
ID_VF55ZC9 x m4,0.0
ID_VF55ZC9 x m5,0.0
ID_VF55ZC9 x m6,0.0
ID_UK9B1UD x m1,0.0
ID_UK9B1UD x m2,0.0
ID_UK9B1UD x m3,0.0
ID_UK9B1UD x m4,0.0
ID_UK9B1UD x m5,0.0
ID_UK9B1UD x m6,0.0
ID_76XF1SM x m1,0.0
ID_76XF1SM x m2,0.0
ID_76XF1SM x m3,0.0
ID_76XF1SM x m4,0.0
ID_76XF1SM x m5,0.0
ID_76XF1SM x m6,0.0
ID_07KRMZP x m1,0.0
ID_07KRMZP x m2,0.0
ID_07KRMZP x m3,0.0
ID_07KRMZP x m4,0.0
ID_07KRMZP x m5,0.0
ID_07KRMZP x m6,0.0
ID_NN3QH1B x m1,0.0
ID_NN3QH1B x m2,0.0
ID_NN3QH1B x m3,0.0
ID_NN3QH1B x m4,0.0
ID_NN3QH1B x m5,0.0
ID_NN3QH1B x m6,0.0
ID_L3025VN x m1,0.0
ID_L3025VN x m2,0.0
ID_L3025VN x m3,0.0
ID_L3025VN x m4,0.0
ID_L3025VN x m5,0.0
ID_L3025VN x m6,0.0
ID_W3Z5FZ8 x m1,0.0
ID_W3Z5FZ8 x m2,0.0
ID_W3Z5FZ8 x m3,0.0
ID_W3Z5FZ8 x m4,0.0
ID_W3Z5FZ8 x m5,0.0
ID_W3Z5FZ8 x m6,0.0
ID_C5MRGQ1 x m1,0.0
ID_C5MRGQ1 x m2,0.0
ID_C5MRGQ1 x m3,0.0
ID_C5MRGQ1 x m4,0.0
ID_C5MRGQ1 x m5,0.0
ID_C5MRGQ1 x m6,0.0
ID_1RE5CCU x m1,0.0
ID_1RE5CCU x m2,0.0
ID_1RE5CCU x m3,0.0
ID_1RE5CCU x m4,0.0
ID_1RE5CCU x m5,0.0
ID_1RE5CCU x m6,0.0
ID_JEHVB54 x m1,0.0
ID_JEHVB54 x m2,0.0
ID_JEHVB54 x m3,0.0
ID_JEHVB54 x m4,0.0
ID_JEHVB54 x m5,0.0
ID_JEHVB54 x m6,0.0
ID_URQQ6VW x m1,0.0
ID_URQQ6VW x m2,0.0
ID_URQQ6VW x m3,0.0
ID_URQQ6VW x m4,0.0
ID_URQQ6VW x m5,0.0
ID_URQQ6VW x m6,0.0
ID_95NYYVG x m1,0.0
ID_95NYYVG x m2,0.0
ID_95NYYVG x m3,0.0
ID_95NYYVG x m4,0.0
ID_95NYYVG x m5,0.0
ID_95NYYVG x m6,0.0
ID_1OR6B3G x m1,0.0
ID_1OR6B3G x m2,0.0
ID_1OR6B3G x m3,0.0
ID_1OR6B3G x m4,0.0
ID_1OR6B3G x m5,0.0
ID_1OR6B3G x m6,0.0
ID_2GK4VFJ x m1,0.0
ID_2GK4VFJ x m2,0.0
ID_2GK4VFJ x m3,0.0
ID_2GK4VFJ x m4,0.0
ID_2GK4VFJ x m5,0.0
ID_2GK4VFJ x m6,0.0
ID_IY6AHVA x m1,0.0
ID_IY6AHVA x m2,0.0
ID_IY6AHVA x m3,0.0
ID_IY6AHVA x m4,0.0
ID_IY6AHVA x m5,0.0
ID_IY6AHVA x m6,0.0
ID_1UNL567 x m1,0.0
ID_1UNL567 x m2,0.0
ID_1UNL567 x m3,0.0
ID_1UNL567 x m4,0.0
ID_1UNL567 x m5,0.0
ID_1UNL567 x m6,0.0
ID_4CDL9XM x m1,0.0
ID_4CDL9XM x m2,0.0
ID_4CDL9XM x m3,0.0
ID_4CDL9XM x m4,0.0
ID_4CDL9XM x m5,0.0
ID_4CDL9XM x m6,0.0
ID_2TB56H1 x m1,0.0
ID_2TB56H1 x m2,0.0
ID_2TB56H1 x m3,0.0
ID_2TB56H1 x m4,0.0
ID_2TB56H1 x m5,0.0
ID_2TB56H1 x m6,0.0
ID_1VFQERS x m1,0.0
ID_1VFQERS x m2,0.0
ID_1VFQERS x m3,0.0
ID_1VFQERS x m4,0.0
ID_1VFQERS x m5,0.0
ID_1VFQERS x m6,0.0
ID_RGCUCMY x m1,0.0
ID_RGCUCMY x m2,0.0
ID_RGCUCMY x m3,0.0
ID_RGCUCMY x m4,0.0
ID_RGCUCMY x m5,0.0
ID_RGCUCMY x m6,0.0
ID_W7PKTG7 x m1,0.0
ID_W7PKTG7 x m2,0.0
ID_W7PKTG7 x m3,0.0
ID_W7PKTG7 x m4,0.0
ID_W7PKTG7 x m5,0.0
ID_W7PKTG7 x m6,0.0
ID_XXPFI1C x m1,0.0
ID_XXPFI1C x m2,0.0
ID_XXPFI1C x m3,0.0
ID_XXPFI1C x m4,0.0
ID_XXPFI1C x m5,0.0
ID_XXPFI1C x m6,0.0
ID_2DW1BGV x m1,0.0
ID_2DW1BGV x m2,0.0
ID_2DW1BGV x m3,0.0
ID_2DW1BGV x m4,0.0
ID_2DW1BGV x m5,0.0
ID_2DW1BGV x m6,0.0
ID_3XWXNXR x m1,0.0
ID_3XWXNXR x m2,0.0
ID_3XWXNXR x m3,0.0
ID_3XWXNXR x m4,0.0
ID_3XWXNXR x m5,0.0
ID_3XWXNXR x m6,0.0
ID_EELLLFB x m1,0.0
ID_EELLLFB x m2,0.0
ID_EELLLFB x m3,0.0
ID_EELLLFB x m4,0.0
ID_EELLLFB x m5,0.0
ID_EELLLFB x m6,0.0
ID_NF06DUX x m1,0.0
ID_NF06DUX x m2,0.0
ID_NF06DUX x m3,0.0
ID_NF06DUX x m4,0.0
ID_NF06DUX x m5,0.0
ID_NF06DUX x m6,0.0
ID_9PNNF8G x m1,0.0
ID_9PNNF8G x m2,0.0
ID_9PNNF8G x m3,0.0
ID_9PNNF8G x m4,0.0
ID_9PNNF8G x m5,0.0
ID_9PNNF8G x m6,0.0
ID_3P7ZD89 x m1,0.0
ID_3P7ZD89 x m2,0.0
ID_3P7ZD89 x m3,0.0
ID_3P7ZD89 x m4,0.0
ID_3P7ZD89 x m5,0.0
ID_3P7ZD89 x m6,0.0
ID_EQ15G17 x m1,0.0
ID_EQ15G17 x m2,0.0
ID_EQ15G17 x m3,0.0
ID_EQ15G17 x m4,0.0
ID_EQ15G17 x m5,0.0
ID_EQ15G17 x m6,0.0
ID_916D3LA x m1,0.0
ID_916D3LA x m2,0.0
ID_916D3LA x m3,0.0
ID_916D3LA x m4,0.0
ID_916D3LA x m5,0.0
ID_916D3LA x m6,0.0
ID_M75EZUE x m1,0.0
ID_M75EZUE x m2,0.0
ID_M75EZUE x m3,0.0
ID_M75EZUE x m4,0.0
ID_M75EZUE x m5,0.0
ID_M75EZUE x m6,0.0
ID_08ZV6YO x m1,0.0
ID_08ZV6YO x m2,0.0
ID_08ZV6YO x m3,0.0
ID_08ZV6YO x m4,0.0
ID_08ZV6YO x m5,0.0
ID_08ZV6YO x m6,0.0
ID_TY0L99Y x m1,0.0
ID_TY0L99Y x m2,0.0
ID_TY0L99Y x m3,0.0
ID_TY0L99Y x m4,0.0
ID_TY0L99Y x m5,0.0
ID_TY0L99Y x m6,0.0
ID_2YUQQ9W x m1,0.0
ID_2YUQQ9W x m2,0.0
